score,path,location,suffix,size_bytes,categories,function_count,class_count,argparse_arg_count,route_count,tiff_import_count
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000094.txt,generated_or_runtime_artifact,.txt,674,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000096.txt,generated_or_runtime_artifact,.txt,1778,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000097.txt,generated_or_runtime_artifact,.txt,531,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000099.txt,generated_or_runtime_artifact,.txt,1046,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000100.txt,generated_or_runtime_artifact,.txt,561,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000102.txt,generated_or_runtime_artifact,.txt,1546,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000104.txt,generated_or_runtime_artifact,.txt,410,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000106.txt,generated_or_runtime_artifact,.txt,1326,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000107.txt,generated_or_runtime_artifact,.txt,616,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000108.txt,generated_or_runtime_artifact,.txt,1979,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000109.txt,generated_or_runtime_artifact,.txt,1046,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000110.txt,generated_or_runtime_artifact,.txt,683,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000113.txt,generated_or_runtime_artifact,.txt,1576,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000114.txt,generated_or_runtime_artifact,.txt,486,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000116.txt,generated_or_runtime_artifact,.txt,925,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000117.txt,generated_or_runtime_artifact,.txt,598,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000119.txt,generated_or_runtime_artifact,.txt,1515,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000120.txt,generated_or_runtime_artifact,.txt,499,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000123.txt,generated_or_runtime_artifact,.txt,2159,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000124.txt,generated_or_runtime_artifact,.txt,744,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000126.txt,generated_or_runtime_artifact,.txt,1994,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000127.txt,generated_or_runtime_artifact,.txt,599,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000129.txt,generated_or_runtime_artifact,.txt,1441,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000130.txt,generated_or_runtime_artifact,.txt,646,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000132.txt,generated_or_runtime_artifact,.txt,1892,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000133.txt,generated_or_runtime_artifact,.txt,642,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000135.txt,generated_or_runtime_artifact,.txt,1581,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000136.txt,generated_or_runtime_artifact,.txt,665,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000138.txt,generated_or_runtime_artifact,.txt,1561,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000139.txt,generated_or_runtime_artifact,.txt,514,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000141.txt,generated_or_runtime_artifact,.txt,687,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000142.txt,generated_or_runtime_artifact,.txt,619,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000144.txt,generated_or_runtime_artifact,.txt,1554,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000145.txt,generated_or_runtime_artifact,.txt,638,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000148.txt,generated_or_runtime_artifact,.txt,628,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000150.txt,generated_or_runtime_artifact,.txt,764,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000151.txt,generated_or_runtime_artifact,.txt,623,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000154.txt,generated_or_runtime_artifact,.txt,449,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000157.txt,generated_or_runtime_artifact,.txt,393,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000159.txt,generated_or_runtime_artifact,.txt,691,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000160.txt,generated_or_runtime_artifact,.txt,447,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000162.txt,generated_or_runtime_artifact,.txt,709,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000163.txt,generated_or_runtime_artifact,.txt,494,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000166.txt,generated_or_runtime_artifact,.txt,474,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000168.txt,generated_or_runtime_artifact,.txt,899,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000169.txt,generated_or_runtime_artifact,.txt,403,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000171.txt,generated_or_runtime_artifact,.txt,793,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000172.txt,generated_or_runtime_artifact,.txt,446,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000174.txt,generated_or_runtime_artifact,.txt,486,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000175.txt,generated_or_runtime_artifact,.txt,623,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000178.txt,generated_or_runtime_artifact,.txt,390,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000180.txt,generated_or_runtime_artifact,.txt,486,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000181.txt,generated_or_runtime_artifact,.txt,1008,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000183.txt,generated_or_runtime_artifact,.txt,1810,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000184.txt,generated_or_runtime_artifact,.txt,1069,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000186.txt,generated_or_runtime_artifact,.txt,2295,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000188.txt,generated_or_runtime_artifact,.txt,867,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000190.txt,generated_or_runtime_artifact,.txt,1785,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000191.txt,generated_or_runtime_artifact,.txt,835,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000192.txt,generated_or_runtime_artifact,.txt,2327,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000193.txt,generated_or_runtime_artifact,.txt,1714,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000194.txt,generated_or_runtime_artifact,.txt,693,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000197.txt,generated_or_runtime_artifact,.txt,1439,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000198.txt,generated_or_runtime_artifact,.txt,718,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000200.txt,generated_or_runtime_artifact,.txt,2126,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000202.txt,generated_or_runtime_artifact,.txt,1011,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000204.txt,generated_or_runtime_artifact,.txt,1812,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000205.txt,generated_or_runtime_artifact,.txt,999,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000207.txt,generated_or_runtime_artifact,.txt,1645,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000208.txt,generated_or_runtime_artifact,.txt,668,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000210.txt,generated_or_runtime_artifact,.txt,1517,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000211.txt,generated_or_runtime_artifact,.txt,911,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000213.txt,generated_or_runtime_artifact,.txt,1574,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000214.txt,generated_or_runtime_artifact,.txt,874,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000215.txt,generated_or_runtime_artifact,.txt,1721,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000216.txt,generated_or_runtime_artifact,.txt,1166,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000218.txt,generated_or_runtime_artifact,.txt,491,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000220.txt,generated_or_runtime_artifact,.txt,1559,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000221.txt,generated_or_runtime_artifact,.txt,1024,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000223.txt,generated_or_runtime_artifact,.txt,1304,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000224.txt,generated_or_runtime_artifact,.txt,893,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000226.txt,generated_or_runtime_artifact,.txt,1515,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000227.txt,generated_or_runtime_artifact,.txt,874,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000229.txt,generated_or_runtime_artifact,.txt,2264,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000230.txt,generated_or_runtime_artifact,.txt,533,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000232.txt,generated_or_runtime_artifact,.txt,1933,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000233.txt,generated_or_runtime_artifact,.txt,1021,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000235.txt,generated_or_runtime_artifact,.txt,2030,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000236.txt,generated_or_runtime_artifact,.txt,935,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000238.txt,generated_or_runtime_artifact,.txt,1983,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000239.txt,generated_or_runtime_artifact,.txt,949,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000241.txt,generated_or_runtime_artifact,.txt,2015,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000242.txt,generated_or_runtime_artifact,.txt,836,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000244.txt,generated_or_runtime_artifact,.txt,1837,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000245.txt,generated_or_runtime_artifact,.txt,1050,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000247.txt,generated_or_runtime_artifact,.txt,1582,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000248.txt,generated_or_runtime_artifact,.txt,943,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000250.txt,generated_or_runtime_artifact,.txt,1893,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000251.txt,generated_or_runtime_artifact,.txt,563,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000253.txt,generated_or_runtime_artifact,.txt,2097,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000254.txt,generated_or_runtime_artifact,.txt,924,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000256.txt,generated_or_runtime_artifact,.txt,1319,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000257.txt,generated_or_runtime_artifact,.txt,930,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000259.txt,generated_or_runtime_artifact,.txt,1341,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000260.txt,generated_or_runtime_artifact,.txt,879,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000262.txt,generated_or_runtime_artifact,.txt,1901,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000263.txt,generated_or_runtime_artifact,.txt,1085,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000265.txt,generated_or_runtime_artifact,.txt,1623,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000266.txt,generated_or_runtime_artifact,.txt,641,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000268.txt,generated_or_runtime_artifact,.txt,1108,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000269.txt,generated_or_runtime_artifact,.txt,561,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000271.txt,generated_or_runtime_artifact,.txt,1952,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000272.txt,generated_or_runtime_artifact,.txt,924,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000274.txt,generated_or_runtime_artifact,.txt,1443,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000275.txt,generated_or_runtime_artifact,.txt,930,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000277.txt,generated_or_runtime_artifact,.txt,999,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000278.txt,generated_or_runtime_artifact,.txt,959,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000281.txt,generated_or_runtime_artifact,.txt,937,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000284.txt,generated_or_runtime_artifact,.txt,888,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000287.txt,generated_or_runtime_artifact,.txt,844,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000289.txt,generated_or_runtime_artifact,.txt,812,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000290.txt,generated_or_runtime_artifact,.txt,936,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000293.txt,generated_or_runtime_artifact,.txt,698,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000296.txt,generated_or_runtime_artifact,.txt,1094,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000298.txt,generated_or_runtime_artifact,.txt,562,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000299.txt,generated_or_runtime_artifact,.txt,1184,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000301.txt,generated_or_runtime_artifact,.txt,1110,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000302.txt,generated_or_runtime_artifact,.txt,727,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000304.txt,generated_or_runtime_artifact,.txt,1063,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000305.txt,generated_or_runtime_artifact,.txt,956,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000308.txt,generated_or_runtime_artifact,.txt,957,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000310.txt,generated_or_runtime_artifact,.txt,904,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000311.txt,generated_or_runtime_artifact,.txt,489,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000312.txt,generated_or_runtime_artifact,.txt,1857,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000313.txt,generated_or_runtime_artifact,.txt,488,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000314.txt,generated_or_runtime_artifact,.txt,1343,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000315.txt,generated_or_runtime_artifact,.txt,463,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000316.txt,generated_or_runtime_artifact,.txt,1602,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000317.txt,generated_or_runtime_artifact,.txt,488,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000318.txt,generated_or_runtime_artifact,.txt,1498,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000319.txt,generated_or_runtime_artifact,.txt,509,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000320.txt,generated_or_runtime_artifact,.txt,1761,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000321.txt,generated_or_runtime_artifact,.txt,488,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000322.txt,generated_or_runtime_artifact,.txt,1340,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000323.txt,generated_or_runtime_artifact,.txt,539,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000324.txt,generated_or_runtime_artifact,.txt,2135,table_visual_ocr,0,0,0,0,0
-17,local_data/organization/trace_net/ocr_route_scan_pack_tesseract_full/ocr_text/t_p_120_1176_p000325.txt,generated_or_runtime_artifact,.txt,492,table_visual_ocr,0,0,0,0,0
