source_link_id,manual_id,publication_number,ata_code,page_sequence,page_label,page_type,title,rescarta_object_id,rescarta_page_id,rescarta_url,source_url,tiff_path,ocr_text_path
t_p_120_1176:t_p_120_1176_p000369,t_p_120_1176,T.P. 120/1176,25-21-00,369,1306,,,t_p_120_1176,000369,http://localhost:8080/rescarta/t_p_120_1176/000369,http://localhost:8080/rescarta/t_p_120_1176/000369,local_data\rescarta_exports\t_p_120_1176\pages\000369_00000369.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000369_00000369.txt
t_p_120_1176:t_p_120_1176_p000370,t_p_120_1176,T.P. 120/1176,25-21-00,370,1307,,,t_p_120_1176,000370,http://localhost:8080/rescarta/t_p_120_1176/000370,http://localhost:8080/rescarta/t_p_120_1176/000370,local_data\rescarta_exports\t_p_120_1176\pages\000370_00000370.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000370_00000370.txt
t_p_120_1176:t_p_120_1176_p000371,t_p_120_1176,T.P. 120/1176,25-21-00,371,1308,,,t_p_120_1176,000371,http://localhost:8080/rescarta/t_p_120_1176/000371,http://localhost:8080/rescarta/t_p_120_1176/000371,local_data\rescarta_exports\t_p_120_1176\pages\000371_00000371.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000371_00000371.txt
t_p_120_1176:t_p_120_1176_p000372,t_p_120_1176,T.P. 120/1176,25-21-00,372,1309,,,t_p_120_1176,000372,http://localhost:8080/rescarta/t_p_120_1176/000372,http://localhost:8080/rescarta/t_p_120_1176/000372,local_data\rescarta_exports\t_p_120_1176\pages\000372_00000372.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000372_00000372.txt
t_p_120_1176:t_p_120_1176_p000373,t_p_120_1176,T.P. 120/1176,25-21-00,373,1310,,,t_p_120_1176,000373,http://localhost:8080/rescarta/t_p_120_1176/000373,http://localhost:8080/rescarta/t_p_120_1176/000373,local_data\rescarta_exports\t_p_120_1176\pages\000373_00000373.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000373_00000373.txt
t_p_120_1176:t_p_120_1176_p000374,t_p_120_1176,T.P. 120/1176,25-21-00,374,1311,,,t_p_120_1176,000374,http://localhost:8080/rescarta/t_p_120_1176/000374,http://localhost:8080/rescarta/t_p_120_1176/000374,local_data\rescarta_exports\t_p_120_1176\pages\000374_00000374.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000374_00000374.txt
t_p_120_1176:t_p_120_1176_p000375,t_p_120_1176,T.P. 120/1176,25-21-00,375,1312,,,t_p_120_1176,000375,http://localhost:8080/rescarta/t_p_120_1176/000375,http://localhost:8080/rescarta/t_p_120_1176/000375,local_data\rescarta_exports\t_p_120_1176\pages\000375_00000375.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000375_00000375.txt
t_p_120_1176:t_p_120_1176_p000376,t_p_120_1176,T.P. 120/1176,25-21-00,376,1313,,,t_p_120_1176,000376,http://localhost:8080/rescarta/t_p_120_1176/000376,http://localhost:8080/rescarta/t_p_120_1176/000376,local_data\rescarta_exports\t_p_120_1176\pages\000376_00000376.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000376_00000376.txt
t_p_120_1176:t_p_120_1176_p000377,t_p_120_1176,T.P. 120/1176,25-21-00,377,1314,,,t_p_120_1176,000377,http://localhost:8080/rescarta/t_p_120_1176/000377,http://localhost:8080/rescarta/t_p_120_1176/000377,local_data\rescarta_exports\t_p_120_1176\pages\000377_00000377.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000377_00000377.txt
t_p_120_1176:t_p_120_1176_p000378,t_p_120_1176,T.P. 120/1176,25-21-00,378,1315,,,t_p_120_1176,000378,http://localhost:8080/rescarta/t_p_120_1176/000378,http://localhost:8080/rescarta/t_p_120_1176/000378,local_data\rescarta_exports\t_p_120_1176\pages\000378_00000378.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000378_00000378.txt
t_p_120_1176:t_p_120_1176_p000379,t_p_120_1176,T.P. 120/1176,25-21-00,379,1316,,,t_p_120_1176,000379,http://localhost:8080/rescarta/t_p_120_1176/000379,http://localhost:8080/rescarta/t_p_120_1176/000379,local_data\rescarta_exports\t_p_120_1176\pages\000379_00000379.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000379_00000379.txt
t_p_120_1176:t_p_120_1176_p000380,t_p_120_1176,T.P. 120/1176,25-21-00,380,1317,,,t_p_120_1176,000380,http://localhost:8080/rescarta/t_p_120_1176/000380,http://localhost:8080/rescarta/t_p_120_1176/000380,local_data\rescarta_exports\t_p_120_1176\pages\000380_00000380.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000380_00000380.txt
t_p_120_1176:t_p_120_1176_p000381,t_p_120_1176,T.P. 120/1176,25-21-00,381,1318,,,t_p_120_1176,000381,http://localhost:8080/rescarta/t_p_120_1176/000381,http://localhost:8080/rescarta/t_p_120_1176/000381,local_data\rescarta_exports\t_p_120_1176\pages\000381_00000381.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000381_00000381.txt
t_p_120_1176:t_p_120_1176_p000382,t_p_120_1176,T.P. 120/1176,25-21-00,382,1319,,,t_p_120_1176,000382,http://localhost:8080/rescarta/t_p_120_1176/000382,http://localhost:8080/rescarta/t_p_120_1176/000382,local_data\rescarta_exports\t_p_120_1176\pages\000382_00000382.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000382_00000382.txt
t_p_120_1176:t_p_120_1176_p000383,t_p_120_1176,T.P. 120/1176,25-21-00,383,1320,,,t_p_120_1176,000383,http://localhost:8080/rescarta/t_p_120_1176/000383,http://localhost:8080/rescarta/t_p_120_1176/000383,local_data\rescarta_exports\t_p_120_1176\pages\000383_00000383.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000383_00000383.txt
t_p_120_1176:t_p_120_1176_p000384,t_p_120_1176,T.P. 120/1176,25-21-00,384,1321,,,t_p_120_1176,000384,http://localhost:8080/rescarta/t_p_120_1176/000384,http://localhost:8080/rescarta/t_p_120_1176/000384,local_data\rescarta_exports\t_p_120_1176\pages\000384_00000384.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000384_00000384.txt
t_p_120_1176:t_p_120_1176_p000385,t_p_120_1176,T.P. 120/1176,25-21-00,385,1322,,,t_p_120_1176,000385,http://localhost:8080/rescarta/t_p_120_1176/000385,http://localhost:8080/rescarta/t_p_120_1176/000385,local_data\rescarta_exports\t_p_120_1176\pages\000385_00000385.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000385_00000385.txt
t_p_120_1176:t_p_120_1176_p000386,t_p_120_1176,T.P. 120/1176,25-21-00,386,1323,,,t_p_120_1176,000386,http://localhost:8080/rescarta/t_p_120_1176/000386,http://localhost:8080/rescarta/t_p_120_1176/000386,local_data\rescarta_exports\t_p_120_1176\pages\000386_00000386.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000386_00000386.txt
t_p_120_1176:t_p_120_1176_p000387,t_p_120_1176,T.P. 120/1176,25-21-00,387,1324,,,t_p_120_1176,000387,http://localhost:8080/rescarta/t_p_120_1176/000387,http://localhost:8080/rescarta/t_p_120_1176/000387,local_data\rescarta_exports\t_p_120_1176\pages\000387_00000387.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000387_00000387.txt
t_p_120_1176:t_p_120_1176_p000388,t_p_120_1176,T.P. 120/1176,25-21-00,388,1325,,,t_p_120_1176,000388,http://localhost:8080/rescarta/t_p_120_1176/000388,http://localhost:8080/rescarta/t_p_120_1176/000388,local_data\rescarta_exports\t_p_120_1176\pages\000388_00000388.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000388_00000388.txt
t_p_120_1176:t_p_120_1176_p000389,t_p_120_1176,T.P. 120/1176,25-21-00,389,1326,,,t_p_120_1176,000389,http://localhost:8080/rescarta/t_p_120_1176/000389,http://localhost:8080/rescarta/t_p_120_1176/000389,local_data\rescarta_exports\t_p_120_1176\pages\000389_00000389.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000389_00000389.txt
t_p_120_1176:t_p_120_1176_p000390,t_p_120_1176,T.P. 120/1176,25-21-00,390,1327,,,t_p_120_1176,000390,http://localhost:8080/rescarta/t_p_120_1176/000390,http://localhost:8080/rescarta/t_p_120_1176/000390,local_data\rescarta_exports\t_p_120_1176\pages\000390_00000390.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000390_00000390.txt
t_p_120_1176:t_p_120_1176_p000391,t_p_120_1176,T.P. 120/1176,25-21-00,391,1328,,,t_p_120_1176,000391,http://localhost:8080/rescarta/t_p_120_1176/000391,http://localhost:8080/rescarta/t_p_120_1176/000391,local_data\rescarta_exports\t_p_120_1176\pages\000391_00000391.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000391_00000391.txt
t_p_120_1176:t_p_120_1176_p000392,t_p_120_1176,T.P. 120/1176,25-21-00,392,1329,,,t_p_120_1176,000392,http://localhost:8080/rescarta/t_p_120_1176/000392,http://localhost:8080/rescarta/t_p_120_1176/000392,local_data\rescarta_exports\t_p_120_1176\pages\000392_00000392.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000392_00000392.txt
t_p_120_1176:t_p_120_1176_p000393,t_p_120_1176,T.P. 120/1176,25-21-00,393,1330,,,t_p_120_1176,000393,http://localhost:8080/rescarta/t_p_120_1176/000393,http://localhost:8080/rescarta/t_p_120_1176/000393,local_data\rescarta_exports\t_p_120_1176\pages\000393_00000393.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000393_00000393.txt
t_p_120_1176:t_p_120_1176_p000394,t_p_120_1176,T.P. 120/1176,25-21-00,394,1331,,,t_p_120_1176,000394,http://localhost:8080/rescarta/t_p_120_1176/000394,http://localhost:8080/rescarta/t_p_120_1176/000394,local_data\rescarta_exports\t_p_120_1176\pages\000394_00000394.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000394_00000394.txt
t_p_120_1176:t_p_120_1176_p000395,t_p_120_1176,T.P. 120/1176,25-21-00,395,1332,,,t_p_120_1176,000395,http://localhost:8080/rescarta/t_p_120_1176/000395,http://localhost:8080/rescarta/t_p_120_1176/000395,local_data\rescarta_exports\t_p_120_1176\pages\000395_00000395.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000395_00000395.txt
t_p_120_1176:t_p_120_1176_p000396,t_p_120_1176,T.P. 120/1176,25-21-00,396,1333,,,t_p_120_1176,000396,http://localhost:8080/rescarta/t_p_120_1176/000396,http://localhost:8080/rescarta/t_p_120_1176/000396,local_data\rescarta_exports\t_p_120_1176\pages\000396_00000396.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000396_00000396.txt
t_p_120_1176:t_p_120_1176_p000397,t_p_120_1176,T.P. 120/1176,25-21-00,397,1334,,,t_p_120_1176,000397,http://localhost:8080/rescarta/t_p_120_1176/000397,http://localhost:8080/rescarta/t_p_120_1176/000397,local_data\rescarta_exports\t_p_120_1176\pages\000397_00000397.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000397_00000397.txt
t_p_120_1176:t_p_120_1176_p000398,t_p_120_1176,T.P. 120/1176,25-21-00,398,1335,,,t_p_120_1176,000398,http://localhost:8080/rescarta/t_p_120_1176/000398,http://localhost:8080/rescarta/t_p_120_1176/000398,local_data\rescarta_exports\t_p_120_1176\pages\000398_00000398.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000398_00000398.txt
t_p_120_1176:t_p_120_1176_p000399,t_p_120_1176,T.P. 120/1176,25-21-00,399,1336,,,t_p_120_1176,000399,http://localhost:8080/rescarta/t_p_120_1176/000399,http://localhost:8080/rescarta/t_p_120_1176/000399,local_data\rescarta_exports\t_p_120_1176\pages\000399_00000399.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000399_00000399.txt
t_p_120_1176:t_p_120_1176_p000400,t_p_120_1176,T.P. 120/1176,25-21-00,400,1337,,,t_p_120_1176,000400,http://localhost:8080/rescarta/t_p_120_1176/000400,http://localhost:8080/rescarta/t_p_120_1176/000400,local_data\rescarta_exports\t_p_120_1176\pages\000400_00000400.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000400_00000400.txt
t_p_120_1176:t_p_120_1176_p000401,t_p_120_1176,T.P. 120/1176,25-21-00,401,1338,,,t_p_120_1176,000401,http://localhost:8080/rescarta/t_p_120_1176/000401,http://localhost:8080/rescarta/t_p_120_1176/000401,local_data\rescarta_exports\t_p_120_1176\pages\000401_00000401.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000401_00000401.txt
t_p_120_1176:t_p_120_1176_p000402,t_p_120_1176,T.P. 120/1176,25-21-00,402,1339,,,t_p_120_1176,000402,http://localhost:8080/rescarta/t_p_120_1176/000402,http://localhost:8080/rescarta/t_p_120_1176/000402,local_data\rescarta_exports\t_p_120_1176\pages\000402_00000402.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000402_00000402.txt
t_p_120_1176:t_p_120_1176_p000403,t_p_120_1176,T.P. 120/1176,25-21-00,403,1340,,,t_p_120_1176,000403,http://localhost:8080/rescarta/t_p_120_1176/000403,http://localhost:8080/rescarta/t_p_120_1176/000403,local_data\rescarta_exports\t_p_120_1176\pages\000403_00000403.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000403_00000403.txt
t_p_120_1176:t_p_120_1176_p000404,t_p_120_1176,T.P. 120/1176,25-21-00,404,1341,,,t_p_120_1176,000404,http://localhost:8080/rescarta/t_p_120_1176/000404,http://localhost:8080/rescarta/t_p_120_1176/000404,local_data\rescarta_exports\t_p_120_1176\pages\000404_00000404.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000404_00000404.txt
t_p_120_1176:t_p_120_1176_p000405,t_p_120_1176,T.P. 120/1176,25-21-00,405,1342,,,t_p_120_1176,000405,http://localhost:8080/rescarta/t_p_120_1176/000405,http://localhost:8080/rescarta/t_p_120_1176/000405,local_data\rescarta_exports\t_p_120_1176\pages\000405_00000405.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000405_00000405.txt
t_p_120_1176:t_p_120_1176_p000406,t_p_120_1176,T.P. 120/1176,25-21-00,406,1343,,,t_p_120_1176,000406,http://localhost:8080/rescarta/t_p_120_1176/000406,http://localhost:8080/rescarta/t_p_120_1176/000406,local_data\rescarta_exports\t_p_120_1176\pages\000406_00000406.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000406_00000406.txt
t_p_120_1176:t_p_120_1176_p000407,t_p_120_1176,T.P. 120/1176,25-21-00,407,1344,,,t_p_120_1176,000407,http://localhost:8080/rescarta/t_p_120_1176/000407,http://localhost:8080/rescarta/t_p_120_1176/000407,local_data\rescarta_exports\t_p_120_1176\pages\000407_00000407.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000407_00000407.txt
t_p_120_1176:t_p_120_1176_p000408,t_p_120_1176,T.P. 120/1176,25-21-00,408,1345,,,t_p_120_1176,000408,http://localhost:8080/rescarta/t_p_120_1176/000408,http://localhost:8080/rescarta/t_p_120_1176/000408,local_data\rescarta_exports\t_p_120_1176\pages\000408_00000408.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000408_00000408.txt
t_p_120_1176:t_p_120_1176_p000409,t_p_120_1176,T.P. 120/1176,25-21-00,409,1346,,,t_p_120_1176,000409,http://localhost:8080/rescarta/t_p_120_1176/000409,http://localhost:8080/rescarta/t_p_120_1176/000409,local_data\rescarta_exports\t_p_120_1176\pages\000409_00000409.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000409_00000409.txt
t_p_120_1176:t_p_120_1176_p000410,t_p_120_1176,T.P. 120/1176,25-21-00,410,1347,,,t_p_120_1176,000410,http://localhost:8080/rescarta/t_p_120_1176/000410,http://localhost:8080/rescarta/t_p_120_1176/000410,local_data\rescarta_exports\t_p_120_1176\pages\000410_00000410.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000410_00000410.txt
t_p_120_1176:t_p_120_1176_p000411,t_p_120_1176,T.P. 120/1176,25-21-00,411,1348,,,t_p_120_1176,000411,http://localhost:8080/rescarta/t_p_120_1176/000411,http://localhost:8080/rescarta/t_p_120_1176/000411,local_data\rescarta_exports\t_p_120_1176\pages\000411_00000411.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000411_00000411.txt
t_p_120_1176:t_p_120_1176_p000412,t_p_120_1176,T.P. 120/1176,25-21-00,412,1349,,,t_p_120_1176,000412,http://localhost:8080/rescarta/t_p_120_1176/000412,http://localhost:8080/rescarta/t_p_120_1176/000412,local_data\rescarta_exports\t_p_120_1176\pages\000412_00000412.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000412_00000412.txt
t_p_120_1176:t_p_120_1176_p000413,t_p_120_1176,T.P. 120/1176,25-21-00,413,1350,,,t_p_120_1176,000413,http://localhost:8080/rescarta/t_p_120_1176/000413,http://localhost:8080/rescarta/t_p_120_1176/000413,local_data\rescarta_exports\t_p_120_1176\pages\000413_00000413.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000413_00000413.txt
t_p_120_1176:t_p_120_1176_p000414,t_p_120_1176,T.P. 120/1176,25-21-00,414,1351,,,t_p_120_1176,000414,http://localhost:8080/rescarta/t_p_120_1176/000414,http://localhost:8080/rescarta/t_p_120_1176/000414,local_data\rescarta_exports\t_p_120_1176\pages\000414_00000414.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000414_00000414.txt
t_p_120_1176:t_p_120_1176_p000415,t_p_120_1176,T.P. 120/1176,25-21-00,415,1352,,,t_p_120_1176,000415,http://localhost:8080/rescarta/t_p_120_1176/000415,http://localhost:8080/rescarta/t_p_120_1176/000415,local_data\rescarta_exports\t_p_120_1176\pages\000415_00000415.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000415_00000415.txt
t_p_120_1176:t_p_120_1176_p000416,t_p_120_1176,T.P. 120/1176,25-21-00,416,1353,,,t_p_120_1176,000416,http://localhost:8080/rescarta/t_p_120_1176/000416,http://localhost:8080/rescarta/t_p_120_1176/000416,local_data\rescarta_exports\t_p_120_1176\pages\000416_00000416.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000416_00000416.txt
t_p_120_1176:t_p_120_1176_p000417,t_p_120_1176,T.P. 120/1176,25-21-00,417,1354,,,t_p_120_1176,000417,http://localhost:8080/rescarta/t_p_120_1176/000417,http://localhost:8080/rescarta/t_p_120_1176/000417,local_data\rescarta_exports\t_p_120_1176\pages\000417_00000417.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000417_00000417.txt
t_p_120_1176:t_p_120_1176_p000418,t_p_120_1176,T.P. 120/1176,25-21-00,418,1355,,,t_p_120_1176,000418,http://localhost:8080/rescarta/t_p_120_1176/000418,http://localhost:8080/rescarta/t_p_120_1176/000418,local_data\rescarta_exports\t_p_120_1176\pages\000418_00000418.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000418_00000418.txt
t_p_120_1176:t_p_120_1176_p000419,t_p_120_1176,T.P. 120/1176,25-21-00,419,1356,,,t_p_120_1176,000419,http://localhost:8080/rescarta/t_p_120_1176/000419,http://localhost:8080/rescarta/t_p_120_1176/000419,local_data\rescarta_exports\t_p_120_1176\pages\000419_00000419.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000419_00000419.txt
t_p_120_1176:t_p_120_1176_p000420,t_p_120_1176,T.P. 120/1176,25-21-00,420,1357,,,t_p_120_1176,000420,http://localhost:8080/rescarta/t_p_120_1176/000420,http://localhost:8080/rescarta/t_p_120_1176/000420,local_data\rescarta_exports\t_p_120_1176\pages\000420_00000420.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000420_00000420.txt
t_p_120_1176:t_p_120_1176_p000421,t_p_120_1176,T.P. 120/1176,25-21-00,421,1358,,,t_p_120_1176,000421,http://localhost:8080/rescarta/t_p_120_1176/000421,http://localhost:8080/rescarta/t_p_120_1176/000421,local_data\rescarta_exports\t_p_120_1176\pages\000421_00000421.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000421_00000421.txt
t_p_120_1176:t_p_120_1176_p000422,t_p_120_1176,T.P. 120/1176,25-21-00,422,1359,,,t_p_120_1176,000422,http://localhost:8080/rescarta/t_p_120_1176/000422,http://localhost:8080/rescarta/t_p_120_1176/000422,local_data\rescarta_exports\t_p_120_1176\pages\000422_00000422.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000422_00000422.txt
t_p_120_1176:t_p_120_1176_p000423,t_p_120_1176,T.P. 120/1176,25-21-00,423,1360,,,t_p_120_1176,000423,http://localhost:8080/rescarta/t_p_120_1176/000423,http://localhost:8080/rescarta/t_p_120_1176/000423,local_data\rescarta_exports\t_p_120_1176\pages\000423_00000423.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000423_00000423.txt
t_p_120_1176:t_p_120_1176_p000424,t_p_120_1176,T.P. 120/1176,25-21-00,424,1361,,,t_p_120_1176,000424,http://localhost:8080/rescarta/t_p_120_1176/000424,http://localhost:8080/rescarta/t_p_120_1176/000424,local_data\rescarta_exports\t_p_120_1176\pages\000424_00000424.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000424_00000424.txt
t_p_120_1176:t_p_120_1176_p000425,t_p_120_1176,T.P. 120/1176,25-21-00,425,1362,,,t_p_120_1176,000425,http://localhost:8080/rescarta/t_p_120_1176/000425,http://localhost:8080/rescarta/t_p_120_1176/000425,local_data\rescarta_exports\t_p_120_1176\pages\000425_00000425.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000425_00000425.txt
t_p_120_1176:t_p_120_1176_p000426,t_p_120_1176,T.P. 120/1176,25-21-00,426,1363,,,t_p_120_1176,000426,http://localhost:8080/rescarta/t_p_120_1176/000426,http://localhost:8080/rescarta/t_p_120_1176/000426,local_data\rescarta_exports\t_p_120_1176\pages\000426_00000426.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000426_00000426.txt
t_p_120_1176:t_p_120_1176_p000427,t_p_120_1176,T.P. 120/1176,25-21-00,427,1364,,,t_p_120_1176,000427,http://localhost:8080/rescarta/t_p_120_1176/000427,http://localhost:8080/rescarta/t_p_120_1176/000427,local_data\rescarta_exports\t_p_120_1176\pages\000427_00000427.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000427_00000427.txt
t_p_120_1176:t_p_120_1176_p000428,t_p_120_1176,T.P. 120/1176,25-21-00,428,1365,,,t_p_120_1176,000428,http://localhost:8080/rescarta/t_p_120_1176/000428,http://localhost:8080/rescarta/t_p_120_1176/000428,local_data\rescarta_exports\t_p_120_1176\pages\000428_00000428.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000428_00000428.txt
t_p_120_1176:t_p_120_1176_p000429,t_p_120_1176,T.P. 120/1176,25-21-00,429,1366,,,t_p_120_1176,000429,http://localhost:8080/rescarta/t_p_120_1176/000429,http://localhost:8080/rescarta/t_p_120_1176/000429,local_data\rescarta_exports\t_p_120_1176\pages\000429_00000429.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000429_00000429.txt
t_p_120_1176:t_p_120_1176_p000430,t_p_120_1176,T.P. 120/1176,25-21-00,430,1367,,,t_p_120_1176,000430,http://localhost:8080/rescarta/t_p_120_1176/000430,http://localhost:8080/rescarta/t_p_120_1176/000430,local_data\rescarta_exports\t_p_120_1176\pages\000430_00000430.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000430_00000430.txt
t_p_120_1176:t_p_120_1176_p000431,t_p_120_1176,T.P. 120/1176,25-21-00,431,1368,,,t_p_120_1176,000431,http://localhost:8080/rescarta/t_p_120_1176/000431,http://localhost:8080/rescarta/t_p_120_1176/000431,local_data\rescarta_exports\t_p_120_1176\pages\000431_00000431.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000431_00000431.txt
t_p_120_1176:t_p_120_1176_p000432,t_p_120_1176,T.P. 120/1176,25-21-00,432,1369,,,t_p_120_1176,000432,http://localhost:8080/rescarta/t_p_120_1176/000432,http://localhost:8080/rescarta/t_p_120_1176/000432,local_data\rescarta_exports\t_p_120_1176\pages\000432_00000432.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000432_00000432.txt
t_p_120_1176:t_p_120_1176_p000433,t_p_120_1176,T.P. 120/1176,25-21-00,433,1370,,,t_p_120_1176,000433,http://localhost:8080/rescarta/t_p_120_1176/000433,http://localhost:8080/rescarta/t_p_120_1176/000433,local_data\rescarta_exports\t_p_120_1176\pages\000433_00000433.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000433_00000433.txt
t_p_120_1176:t_p_120_1176_p000434,t_p_120_1176,T.P. 120/1176,25-21-00,434,1371,,,t_p_120_1176,000434,http://localhost:8080/rescarta/t_p_120_1176/000434,http://localhost:8080/rescarta/t_p_120_1176/000434,local_data\rescarta_exports\t_p_120_1176\pages\000434_00000434.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000434_00000434.txt
t_p_120_1176:t_p_120_1176_p000435,t_p_120_1176,T.P. 120/1176,25-21-00,435,1372,,,t_p_120_1176,000435,http://localhost:8080/rescarta/t_p_120_1176/000435,http://localhost:8080/rescarta/t_p_120_1176/000435,local_data\rescarta_exports\t_p_120_1176\pages\000435_00000435.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000435_00000435.txt
t_p_120_1176:t_p_120_1176_p000436,t_p_120_1176,T.P. 120/1176,25-21-00,436,1373,,,t_p_120_1176,000436,http://localhost:8080/rescarta/t_p_120_1176/000436,http://localhost:8080/rescarta/t_p_120_1176/000436,local_data\rescarta_exports\t_p_120_1176\pages\000436_00000436.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000436_00000436.txt
t_p_120_1176:t_p_120_1176_p000437,t_p_120_1176,T.P. 120/1176,25-21-00,437,1374,,,t_p_120_1176,000437,http://localhost:8080/rescarta/t_p_120_1176/000437,http://localhost:8080/rescarta/t_p_120_1176/000437,local_data\rescarta_exports\t_p_120_1176\pages\000437_00000437.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000437_00000437.txt
t_p_120_1176:t_p_120_1176_p000438,t_p_120_1176,T.P. 120/1176,25-21-00,438,1375,,,t_p_120_1176,000438,http://localhost:8080/rescarta/t_p_120_1176/000438,http://localhost:8080/rescarta/t_p_120_1176/000438,local_data\rescarta_exports\t_p_120_1176\pages\000438_00000438.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000438_00000438.txt
t_p_120_1176:t_p_120_1176_p000439,t_p_120_1176,T.P. 120/1176,25-21-00,439,1376,,,t_p_120_1176,000439,http://localhost:8080/rescarta/t_p_120_1176/000439,http://localhost:8080/rescarta/t_p_120_1176/000439,local_data\rescarta_exports\t_p_120_1176\pages\000439_00000439.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000439_00000439.txt
t_p_120_1176:t_p_120_1176_p000440,t_p_120_1176,T.P. 120/1176,25-21-00,440,1377,,,t_p_120_1176,000440,http://localhost:8080/rescarta/t_p_120_1176/000440,http://localhost:8080/rescarta/t_p_120_1176/000440,local_data\rescarta_exports\t_p_120_1176\pages\000440_00000440.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000440_00000440.txt
t_p_120_1176:t_p_120_1176_p000441,t_p_120_1176,T.P. 120/1176,25-21-00,441,1378,,,t_p_120_1176,000441,http://localhost:8080/rescarta/t_p_120_1176/000441,http://localhost:8080/rescarta/t_p_120_1176/000441,local_data\rescarta_exports\t_p_120_1176\pages\000441_00000441.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000441_00000441.txt
t_p_120_1176:t_p_120_1176_p000442,t_p_120_1176,T.P. 120/1176,25-21-00,442,1379,,,t_p_120_1176,000442,http://localhost:8080/rescarta/t_p_120_1176/000442,http://localhost:8080/rescarta/t_p_120_1176/000442,local_data\rescarta_exports\t_p_120_1176\pages\000442_00000442.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000442_00000442.txt
