source_link_id,manual_id,publication_number,ata_code,page_sequence,page_label,page_type,title,rescarta_object_id,rescarta_page_id,rescarta_url,source_url,tiff_path,ocr_text_path
t_p_120_1176:t_p_120_1176_p000001,t_p_120_1176,T.P. 120/1176,25-21-00,1,1,,,t_p_120_1176,000001,http://localhost:8080/rescarta/t_p_120_1176/000001,http://localhost:8080/rescarta/t_p_120_1176/000001,local_data\rescarta_exports\t_p_120_1176\pages\000001_00000001.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000001_00000001.txt
t_p_120_1176:t_p_120_1176_p000002,t_p_120_1176,T.P. 120/1176,25-21-00,2,2,,,t_p_120_1176,000002,http://localhost:8080/rescarta/t_p_120_1176/000002,http://localhost:8080/rescarta/t_p_120_1176/000002,local_data\rescarta_exports\t_p_120_1176\pages\000002_00000002.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000002_00000002.txt
t_p_120_1176:t_p_120_1176_p000003,t_p_120_1176,T.P. 120/1176,25-21-00,3,i/ii,,APPLICABILITY,t_p_120_1176,000003,http://localhost:8080/rescarta/t_p_120_1176/000003,http://localhost:8080/rescarta/t_p_120_1176/000003,local_data\rescarta_exports\t_p_120_1176\pages\000003_00000003.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000003_00000003.txt
t_p_120_1176:t_p_120_1176_p000004,t_p_120_1176,T.P. 120/1176,25-21-00,4,1,,INTRODUCTION,t_p_120_1176,000004,http://localhost:8080/rescarta/t_p_120_1176/000004,http://localhost:8080/rescarta/t_p_120_1176/000004,local_data\rescarta_exports\t_p_120_1176\pages\000004_00000004.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000004_00000004.txt
t_p_120_1176:t_p_120_1176_p000005,t_p_120_1176,T.P. 120/1176,25-21-00,5,1,,LIST OF EFFECTIVE PAGES,t_p_120_1176,000005,http://localhost:8080/rescarta/t_p_120_1176/000005,http://localhost:8080/rescarta/t_p_120_1176/000005,local_data\rescarta_exports\t_p_120_1176\pages\000005_00000005.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000005_00000005.txt
t_p_120_1176:t_p_120_1176_p000006,t_p_120_1176,T.P. 120/1176,25-21-00,6,2,,LIST OF EFFECTIVE PAGES,t_p_120_1176,000006,http://localhost:8080/rescarta/t_p_120_1176/000006,http://localhost:8080/rescarta/t_p_120_1176/000006,local_data\rescarta_exports\t_p_120_1176\pages\000006_00000006.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000006_00000006.txt
t_p_120_1176:t_p_120_1176_p000007,t_p_120_1176,T.P. 120/1176,25-21-00,7,3,,LIST OF EFFECTIVE PAGES,t_p_120_1176,000007,http://localhost:8080/rescarta/t_p_120_1176/000007,http://localhost:8080/rescarta/t_p_120_1176/000007,local_data\rescarta_exports\t_p_120_1176\pages\000007_00000007.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000007_00000007.txt
t_p_120_1176:t_p_120_1176_p000008,t_p_120_1176,T.P. 120/1176,25-21-00,8,4,,LIST OF EFFECTIVE PAGES,t_p_120_1176,000008,http://localhost:8080/rescarta/t_p_120_1176/000008,http://localhost:8080/rescarta/t_p_120_1176/000008,local_data\rescarta_exports\t_p_120_1176\pages\000008_00000008.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000008_00000008.txt
t_p_120_1176:t_p_120_1176_p000009,t_p_120_1176,T.P. 120/1176,25-21-00,9,5,,LIST OF EFFECTIVE PAGES,t_p_120_1176,000009,http://localhost:8080/rescarta/t_p_120_1176/000009,http://localhost:8080/rescarta/t_p_120_1176/000009,local_data\rescarta_exports\t_p_120_1176\pages\000009_00000009.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000009_00000009.txt
t_p_120_1176:t_p_120_1176_p000010,t_p_120_1176,T.P. 120/1176,25-21-00,10,6,,LIST OF EFFECTIVE PAGES,t_p_120_1176,000010,http://localhost:8080/rescarta/t_p_120_1176/000010,http://localhost:8080/rescarta/t_p_120_1176/000010,local_data\rescarta_exports\t_p_120_1176\pages\000010_00000010.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000010_00000010.txt
t_p_120_1176:t_p_120_1176_p000011,t_p_120_1176,T.P. 120/1176,25-21-00,11,7,,LIST OF EFFECTIVE PAGES,t_p_120_1176,000011,http://localhost:8080/rescarta/t_p_120_1176/000011,http://localhost:8080/rescarta/t_p_120_1176/000011,local_data\rescarta_exports\t_p_120_1176\pages\000011_00000011.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000011_00000011.txt
t_p_120_1176:t_p_120_1176_p000012,t_p_120_1176,T.P. 120/1176,25-21-00,12,12,,,t_p_120_1176,000012,http://localhost:8080/rescarta/t_p_120_1176/000012,http://localhost:8080/rescarta/t_p_120_1176/000012,local_data\rescarta_exports\t_p_120_1176\pages\000012_00000012.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000012_00000012.txt
t_p_120_1176:t_p_120_1176_p000013,t_p_120_1176,T.P. 120/1176,25-21-00,13,13,,,t_p_120_1176,000013,http://localhost:8080/rescarta/t_p_120_1176/000013,http://localhost:8080/rescarta/t_p_120_1176/000013,local_data\rescarta_exports\t_p_120_1176\pages\000013_00000013.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000013_00000013.txt
t_p_120_1176:t_p_120_1176_p000014,t_p_120_1176,T.P. 120/1176,25-21-00,14,14,,,t_p_120_1176,000014,http://localhost:8080/rescarta/t_p_120_1176/000014,http://localhost:8080/rescarta/t_p_120_1176/000014,local_data\rescarta_exports\t_p_120_1176\pages\000014_00000014.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000014_00000014.txt
t_p_120_1176:t_p_120_1176_p000015,t_p_120_1176,T.P. 120/1176,25-21-00,15,15,,,t_p_120_1176,000015,http://localhost:8080/rescarta/t_p_120_1176/000015,http://localhost:8080/rescarta/t_p_120_1176/000015,local_data\rescarta_exports\t_p_120_1176\pages\000015_00000015.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000015_00000015.txt
t_p_120_1176:t_p_120_1176_p000016,t_p_120_1176,T.P. 120/1176,25-21-00,16,2,,,t_p_120_1176,000016,http://localhost:8080/rescarta/t_p_120_1176/000016,http://localhost:8080/rescarta/t_p_120_1176/000016,local_data\rescarta_exports\t_p_120_1176\pages\000016_00000016.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000016_00000016.txt
t_p_120_1176:t_p_120_1176_p000017,t_p_120_1176,T.P. 120/1176,25-21-00,17,17,,,t_p_120_1176,000017,http://localhost:8080/rescarta/t_p_120_1176/000017,http://localhost:8080/rescarta/t_p_120_1176/000017,local_data\rescarta_exports\t_p_120_1176\pages\000017_00000017.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000017_00000017.txt
t_p_120_1176:t_p_120_1176_p000018,t_p_120_1176,T.P. 120/1176,25-21-00,18,4,,,t_p_120_1176,000018,http://localhost:8080/rescarta/t_p_120_1176/000018,http://localhost:8080/rescarta/t_p_120_1176/000018,local_data\rescarta_exports\t_p_120_1176\pages\000018_00000018.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000018_00000018.txt
t_p_120_1176:t_p_120_1176_p000019,t_p_120_1176,T.P. 120/1176,25-21-00,19,5,,,t_p_120_1176,000019,http://localhost:8080/rescarta/t_p_120_1176/000019,http://localhost:8080/rescarta/t_p_120_1176/000019,local_data\rescarta_exports\t_p_120_1176\pages\000019_00000019.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000019_00000019.txt
t_p_120_1176:t_p_120_1176_p000020,t_p_120_1176,T.P. 120/1176,25-21-00,20,1001,,,t_p_120_1176,000020,http://localhost:8080/rescarta/t_p_120_1176/000020,http://localhost:8080/rescarta/t_p_120_1176/000020,local_data\rescarta_exports\t_p_120_1176\pages\000020_00000020.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000020_00000020.txt
t_p_120_1176:t_p_120_1176_p000021,t_p_120_1176,T.P. 120/1176,25-21-00,21,1002,,,t_p_120_1176,000021,http://localhost:8080/rescarta/t_p_120_1176/000021,http://localhost:8080/rescarta/t_p_120_1176/000021,local_data\rescarta_exports\t_p_120_1176\pages\000021_00000021.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000021_00000021.txt
t_p_120_1176:t_p_120_1176_p000022,t_p_120_1176,T.P. 120/1176,25-21-00,22,1003,,,t_p_120_1176,000022,http://localhost:8080/rescarta/t_p_120_1176/000022,http://localhost:8080/rescarta/t_p_120_1176/000022,local_data\rescarta_exports\t_p_120_1176\pages\000022_00000022.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000022_00000022.txt
t_p_120_1176:t_p_120_1176_p000023,t_p_120_1176,T.P. 120/1176,25-21-00,23,1004,,CONTENTS,t_p_120_1176,000023,http://localhost:8080/rescarta/t_p_120_1176/000023,http://localhost:8080/rescarta/t_p_120_1176/000023,local_data\rescarta_exports\t_p_120_1176\pages\000023_00000023.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000023_00000023.txt
t_p_120_1176:t_p_120_1176_p000024,t_p_120_1176,T.P. 120/1176,25-21-00,24,1005,,VENDORS,t_p_120_1176,000024,http://localhost:8080/rescarta/t_p_120_1176/000024,http://localhost:8080/rescarta/t_p_120_1176/000024,local_data\rescarta_exports\t_p_120_1176\pages\000024_00000024.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000024_00000024.txt
t_p_120_1176:t_p_120_1176_p000025,t_p_120_1176,T.P. 120/1176,25-21-00,25,25,,,t_p_120_1176,000025,http://localhost:8080/rescarta/t_p_120_1176/000025,http://localhost:8080/rescarta/t_p_120_1176/000025,local_data\rescarta_exports\t_p_120_1176\pages\000025_00000025.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000025_00000025.txt
t_p_120_1176:t_p_120_1176_p000026,t_p_120_1176,T.P. 120/1176,25-21-00,26,1007,,,t_p_120_1176,000026,http://localhost:8080/rescarta/t_p_120_1176/000026,http://localhost:8080/rescarta/t_p_120_1176/000026,local_data\rescarta_exports\t_p_120_1176\pages\000026_00000026.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000026_00000026.txt
t_p_120_1176:t_p_120_1176_p000027,t_p_120_1176,T.P. 120/1176,25-21-00,27,1008,,,t_p_120_1176,000027,http://localhost:8080/rescarta/t_p_120_1176/000027,http://localhost:8080/rescarta/t_p_120_1176/000027,local_data\rescarta_exports\t_p_120_1176\pages\000027_00000027.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000027_00000027.txt
t_p_120_1176:t_p_120_1176_p000028,t_p_120_1176,T.P. 120/1176,25-21-00,28,1009,,,t_p_120_1176,000028,http://localhost:8080/rescarta/t_p_120_1176/000028,http://localhost:8080/rescarta/t_p_120_1176/000028,local_data\rescarta_exports\t_p_120_1176\pages\000028_00000028.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000028_00000028.txt
t_p_120_1176:t_p_120_1176_p000029,t_p_120_1176,T.P. 120/1176,25-21-00,29,1010,,,t_p_120_1176,000029,http://localhost:8080/rescarta/t_p_120_1176/000029,http://localhost:8080/rescarta/t_p_120_1176/000029,local_data\rescarta_exports\t_p_120_1176\pages\000029_00000029.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000029_00000029.txt
t_p_120_1176:t_p_120_1176_p000030,t_p_120_1176,T.P. 120/1176,25-21-00,30,1011,,,t_p_120_1176,000030,http://localhost:8080/rescarta/t_p_120_1176/000030,http://localhost:8080/rescarta/t_p_120_1176/000030,local_data\rescarta_exports\t_p_120_1176\pages\000030_00000030.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000030_00000030.txt
t_p_120_1176:t_p_120_1176_p000031,t_p_120_1176,T.P. 120/1176,25-21-00,31,1012,,,t_p_120_1176,000031,http://localhost:8080/rescarta/t_p_120_1176/000031,http://localhost:8080/rescarta/t_p_120_1176/000031,local_data\rescarta_exports\t_p_120_1176\pages\000031_00000031.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000031_00000031.txt
t_p_120_1176:t_p_120_1176_p000032,t_p_120_1176,T.P. 120/1176,25-21-00,32,1013,,,t_p_120_1176,000032,http://localhost:8080/rescarta/t_p_120_1176/000032,http://localhost:8080/rescarta/t_p_120_1176/000032,local_data\rescarta_exports\t_p_120_1176\pages\000032_00000032.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000032_00000032.txt
t_p_120_1176:t_p_120_1176_p000033,t_p_120_1176,T.P. 120/1176,25-21-00,33,1014,,,t_p_120_1176,000033,http://localhost:8080/rescarta/t_p_120_1176/000033,http://localhost:8080/rescarta/t_p_120_1176/000033,local_data\rescarta_exports\t_p_120_1176\pages\000033_00000033.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000033_00000033.txt
t_p_120_1176:t_p_120_1176_p000034,t_p_120_1176,T.P. 120/1176,25-21-00,34,34,,,t_p_120_1176,000034,http://localhost:8080/rescarta/t_p_120_1176/000034,http://localhost:8080/rescarta/t_p_120_1176/000034,local_data\rescarta_exports\t_p_120_1176\pages\000034_00000034.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000034_00000034.txt
t_p_120_1176:t_p_120_1176_p000035,t_p_120_1176,T.P. 120/1176,25-21-00,35,35,,,t_p_120_1176,000035,http://localhost:8080/rescarta/t_p_120_1176/000035,http://localhost:8080/rescarta/t_p_120_1176/000035,local_data\rescarta_exports\t_p_120_1176\pages\000035_00000035.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000035_00000035.txt
t_p_120_1176:t_p_120_1176_p000036,t_p_120_1176,T.P. 120/1176,25-21-00,36,1015,,,t_p_120_1176,000036,http://localhost:8080/rescarta/t_p_120_1176/000036,http://localhost:8080/rescarta/t_p_120_1176/000036,local_data\rescarta_exports\t_p_120_1176\pages\000036_00000036.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000036_00000036.txt
t_p_120_1176:t_p_120_1176_p000037,t_p_120_1176,T.P. 120/1176,25-21-00,37,1016,,,t_p_120_1176,000037,http://localhost:8080/rescarta/t_p_120_1176/000037,http://localhost:8080/rescarta/t_p_120_1176/000037,local_data\rescarta_exports\t_p_120_1176\pages\000037_00000037.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000037_00000037.txt
t_p_120_1176:t_p_120_1176_p000038,t_p_120_1176,T.P. 120/1176,25-21-00,38,1017,,,t_p_120_1176,000038,http://localhost:8080/rescarta/t_p_120_1176/000038,http://localhost:8080/rescarta/t_p_120_1176/000038,local_data\rescarta_exports\t_p_120_1176\pages\000038_00000038.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000038_00000038.txt
t_p_120_1176:t_p_120_1176_p000039,t_p_120_1176,T.P. 120/1176,25-21-00,39,1018,,,t_p_120_1176,000039,http://localhost:8080/rescarta/t_p_120_1176/000039,http://localhost:8080/rescarta/t_p_120_1176/000039,local_data\rescarta_exports\t_p_120_1176\pages\000039_00000039.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000039_00000039.txt
t_p_120_1176:t_p_120_1176_p000040,t_p_120_1176,T.P. 120/1176,25-21-00,40,1019,,,t_p_120_1176,000040,http://localhost:8080/rescarta/t_p_120_1176/000040,http://localhost:8080/rescarta/t_p_120_1176/000040,local_data\rescarta_exports\t_p_120_1176\pages\000040_00000040.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000040_00000040.txt
t_p_120_1176:t_p_120_1176_p000041,t_p_120_1176,T.P. 120/1176,25-21-00,41,1020,,,t_p_120_1176,000041,http://localhost:8080/rescarta/t_p_120_1176/000041,http://localhost:8080/rescarta/t_p_120_1176/000041,local_data\rescarta_exports\t_p_120_1176\pages\000041_00000041.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000041_00000041.txt
t_p_120_1176:t_p_120_1176_p000042,t_p_120_1176,T.P. 120/1176,11-00-66,42,1021,,,t_p_120_1176,000042,http://localhost:8080/rescarta/t_p_120_1176/000042,http://localhost:8080/rescarta/t_p_120_1176/000042,local_data\rescarta_exports\t_p_120_1176\pages\000042_00000042.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000042_00000042.txt
t_p_120_1176:t_p_120_1176_p000043,t_p_120_1176,T.P. 120/1176,25-21-00,43,1022,,,t_p_120_1176,000043,http://localhost:8080/rescarta/t_p_120_1176/000043,http://localhost:8080/rescarta/t_p_120_1176/000043,local_data\rescarta_exports\t_p_120_1176\pages\000043_00000043.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000043_00000043.txt
t_p_120_1176:t_p_120_1176_p000044,t_p_120_1176,T.P. 120/1176,25-21-00,44,1023,,,t_p_120_1176,000044,http://localhost:8080/rescarta/t_p_120_1176/000044,http://localhost:8080/rescarta/t_p_120_1176/000044,local_data\rescarta_exports\t_p_120_1176\pages\000044_00000044.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000044_00000044.txt
t_p_120_1176:t_p_120_1176_p000045,t_p_120_1176,T.P. 120/1176,25-21-00,45,1024,,,t_p_120_1176,000045,http://localhost:8080/rescarta/t_p_120_1176/000045,http://localhost:8080/rescarta/t_p_120_1176/000045,local_data\rescarta_exports\t_p_120_1176\pages\000045_00000045.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000045_00000045.txt
t_p_120_1176:t_p_120_1176_p000046,t_p_120_1176,T.P. 120/1176,25-21-00,46,1025,,,t_p_120_1176,000046,http://localhost:8080/rescarta/t_p_120_1176/000046,http://localhost:8080/rescarta/t_p_120_1176/000046,local_data\rescarta_exports\t_p_120_1176\pages\000046_00000046.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000046_00000046.txt
t_p_120_1176:t_p_120_1176_p000047,t_p_120_1176,T.P. 120/1176,25-21-00,47,1026,,,t_p_120_1176,000047,http://localhost:8080/rescarta/t_p_120_1176/000047,http://localhost:8080/rescarta/t_p_120_1176/000047,local_data\rescarta_exports\t_p_120_1176\pages\000047_00000047.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000047_00000047.txt
t_p_120_1176:t_p_120_1176_p000048,t_p_120_1176,T.P. 120/1176,25-21-00,48,1027,,,t_p_120_1176,000048,http://localhost:8080/rescarta/t_p_120_1176/000048,http://localhost:8080/rescarta/t_p_120_1176/000048,local_data\rescarta_exports\t_p_120_1176\pages\000048_00000048.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000048_00000048.txt
t_p_120_1176:t_p_120_1176_p000049,t_p_120_1176,T.P. 120/1176,25-21-00,49,1028,,,t_p_120_1176,000049,http://localhost:8080/rescarta/t_p_120_1176/000049,http://localhost:8080/rescarta/t_p_120_1176/000049,local_data\rescarta_exports\t_p_120_1176\pages\000049_00000049.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000049_00000049.txt
t_p_120_1176:t_p_120_1176_p000050,t_p_120_1176,T.P. 120/1176,25-21-00,50,1029,,,t_p_120_1176,000050,http://localhost:8080/rescarta/t_p_120_1176/000050,http://localhost:8080/rescarta/t_p_120_1176/000050,local_data\rescarta_exports\t_p_120_1176\pages\000050_00000050.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000050_00000050.txt
t_p_120_1176:t_p_120_1176_p000051,t_p_120_1176,T.P. 120/1176,25-21-00,51,1030,,,t_p_120_1176,000051,http://localhost:8080/rescarta/t_p_120_1176/000051,http://localhost:8080/rescarta/t_p_120_1176/000051,local_data\rescarta_exports\t_p_120_1176\pages\000051_00000051.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000051_00000051.txt
t_p_120_1176:t_p_120_1176_p000052,t_p_120_1176,T.P. 120/1176,25-21-00,52,1031,,,t_p_120_1176,000052,http://localhost:8080/rescarta/t_p_120_1176/000052,http://localhost:8080/rescarta/t_p_120_1176/000052,local_data\rescarta_exports\t_p_120_1176\pages\000052_00000052.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000052_00000052.txt
t_p_120_1176:t_p_120_1176_p000053,t_p_120_1176,T.P. 120/1176,25-21-00,53,1032,,,t_p_120_1176,000053,http://localhost:8080/rescarta/t_p_120_1176/000053,http://localhost:8080/rescarta/t_p_120_1176/000053,local_data\rescarta_exports\t_p_120_1176\pages\000053_00000053.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000053_00000053.txt
t_p_120_1176:t_p_120_1176_p000054,t_p_120_1176,T.P. 120/1176,25-21-00,54,1033,,,t_p_120_1176,000054,http://localhost:8080/rescarta/t_p_120_1176/000054,http://localhost:8080/rescarta/t_p_120_1176/000054,local_data\rescarta_exports\t_p_120_1176\pages\000054_00000054.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000054_00000054.txt
t_p_120_1176:t_p_120_1176_p000055,t_p_120_1176,T.P. 120/1176,25-21-00,55,1034,,,t_p_120_1176,000055,http://localhost:8080/rescarta/t_p_120_1176/000055,http://localhost:8080/rescarta/t_p_120_1176/000055,local_data\rescarta_exports\t_p_120_1176\pages\000055_00000055.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000055_00000055.txt
t_p_120_1176:t_p_120_1176_p000056,t_p_120_1176,T.P. 120/1176,25-21-00,56,1035,,,t_p_120_1176,000056,http://localhost:8080/rescarta/t_p_120_1176/000056,http://localhost:8080/rescarta/t_p_120_1176/000056,local_data\rescarta_exports\t_p_120_1176\pages\000056_00000056.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000056_00000056.txt
t_p_120_1176:t_p_120_1176_p000057,t_p_120_1176,T.P. 120/1176,25-21-00,57,1036,,,t_p_120_1176,000057,http://localhost:8080/rescarta/t_p_120_1176/000057,http://localhost:8080/rescarta/t_p_120_1176/000057,local_data\rescarta_exports\t_p_120_1176\pages\000057_00000057.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000057_00000057.txt
t_p_120_1176:t_p_120_1176_p000058,t_p_120_1176,T.P. 120/1176,25-21-00,58,1037,,,t_p_120_1176,000058,http://localhost:8080/rescarta/t_p_120_1176/000058,http://localhost:8080/rescarta/t_p_120_1176/000058,local_data\rescarta_exports\t_p_120_1176\pages\000058_00000058.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000058_00000058.txt
t_p_120_1176:t_p_120_1176_p000059,t_p_120_1176,T.P. 120/1176,25-21-00,59,1038,,,t_p_120_1176,000059,http://localhost:8080/rescarta/t_p_120_1176/000059,http://localhost:8080/rescarta/t_p_120_1176/000059,local_data\rescarta_exports\t_p_120_1176\pages\000059_00000059.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000059_00000059.txt
t_p_120_1176:t_p_120_1176_p000060,t_p_120_1176,T.P. 120/1176,25-21-00,60,1039,,,t_p_120_1176,000060,http://localhost:8080/rescarta/t_p_120_1176/000060,http://localhost:8080/rescarta/t_p_120_1176/000060,local_data\rescarta_exports\t_p_120_1176\pages\000060_00000060.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000060_00000060.txt
t_p_120_1176:t_p_120_1176_p000061,t_p_120_1176,T.P. 120/1176,25-21-00,61,1040,,,t_p_120_1176,000061,http://localhost:8080/rescarta/t_p_120_1176/000061,http://localhost:8080/rescarta/t_p_120_1176/000061,local_data\rescarta_exports\t_p_120_1176\pages\000061_00000061.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000061_00000061.txt
t_p_120_1176:t_p_120_1176_p000062,t_p_120_1176,T.P. 120/1176,25-21-00,62,1041,,,t_p_120_1176,000062,http://localhost:8080/rescarta/t_p_120_1176/000062,http://localhost:8080/rescarta/t_p_120_1176/000062,local_data\rescarta_exports\t_p_120_1176\pages\000062_00000062.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000062_00000062.txt
t_p_120_1176:t_p_120_1176_p000063,t_p_120_1176,T.P. 120/1176,25-21-00,63,1042,,,t_p_120_1176,000063,http://localhost:8080/rescarta/t_p_120_1176/000063,http://localhost:8080/rescarta/t_p_120_1176/000063,local_data\rescarta_exports\t_p_120_1176\pages\000063_00000063.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000063_00000063.txt
t_p_120_1176:t_p_120_1176_p000064,t_p_120_1176,T.P. 120/1176,25-21-00,64,1043,,,t_p_120_1176,000064,http://localhost:8080/rescarta/t_p_120_1176/000064,http://localhost:8080/rescarta/t_p_120_1176/000064,local_data\rescarta_exports\t_p_120_1176\pages\000064_00000064.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000064_00000064.txt
t_p_120_1176:t_p_120_1176_p000065,t_p_120_1176,T.P. 120/1176,25-21-00,65,1044,,,t_p_120_1176,000065,http://localhost:8080/rescarta/t_p_120_1176/000065,http://localhost:8080/rescarta/t_p_120_1176/000065,local_data\rescarta_exports\t_p_120_1176\pages\000065_00000065.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000065_00000065.txt
t_p_120_1176:t_p_120_1176_p000066,t_p_120_1176,T.P. 120/1176,25-21-00,66,1045,,,t_p_120_1176,000066,http://localhost:8080/rescarta/t_p_120_1176/000066,http://localhost:8080/rescarta/t_p_120_1176/000066,local_data\rescarta_exports\t_p_120_1176\pages\000066_00000066.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000066_00000066.txt
t_p_120_1176:t_p_120_1176_p000067,t_p_120_1176,T.P. 120/1176,25-21-00,67,1046,,,t_p_120_1176,000067,http://localhost:8080/rescarta/t_p_120_1176/000067,http://localhost:8080/rescarta/t_p_120_1176/000067,local_data\rescarta_exports\t_p_120_1176\pages\000067_00000067.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000067_00000067.txt
t_p_120_1176:t_p_120_1176_p000068,t_p_120_1176,T.P. 120/1176,25-21-00,68,1047,,,t_p_120_1176,000068,http://localhost:8080/rescarta/t_p_120_1176/000068,http://localhost:8080/rescarta/t_p_120_1176/000068,local_data\rescarta_exports\t_p_120_1176\pages\000068_00000068.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000068_00000068.txt
t_p_120_1176:t_p_120_1176_p000069,t_p_120_1176,T.P. 120/1176,25-21-00,69,1048,,,t_p_120_1176,000069,http://localhost:8080/rescarta/t_p_120_1176/000069,http://localhost:8080/rescarta/t_p_120_1176/000069,local_data\rescarta_exports\t_p_120_1176\pages\000069_00000069.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000069_00000069.txt
t_p_120_1176:t_p_120_1176_p000070,t_p_120_1176,T.P. 120/1176,25-21-00,70,1049,,,t_p_120_1176,000070,http://localhost:8080/rescarta/t_p_120_1176/000070,http://localhost:8080/rescarta/t_p_120_1176/000070,local_data\rescarta_exports\t_p_120_1176\pages\000070_00000070.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000070_00000070.txt
t_p_120_1176:t_p_120_1176_p000071,t_p_120_1176,T.P. 120/1176,25-21-00,71,1050,,,t_p_120_1176,000071,http://localhost:8080/rescarta/t_p_120_1176/000071,http://localhost:8080/rescarta/t_p_120_1176/000071,local_data\rescarta_exports\t_p_120_1176\pages\000071_00000071.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000071_00000071.txt
t_p_120_1176:t_p_120_1176_p000072,t_p_120_1176,T.P. 120/1176,25-21-00,72,1051,,,t_p_120_1176,000072,http://localhost:8080/rescarta/t_p_120_1176/000072,http://localhost:8080/rescarta/t_p_120_1176/000072,local_data\rescarta_exports\t_p_120_1176\pages\000072_00000072.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000072_00000072.txt
t_p_120_1176:t_p_120_1176_p000073,t_p_120_1176,T.P. 120/1176,25-21-00,73,1052,,,t_p_120_1176,000073,http://localhost:8080/rescarta/t_p_120_1176/000073,http://localhost:8080/rescarta/t_p_120_1176/000073,local_data\rescarta_exports\t_p_120_1176\pages\000073_00000073.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000073_00000073.txt
