page_number,page_id,legacy_route,primary_route,secondary_routes,route_confidence_score,route_confidence_band,auto_resolved,multi_route_required,validator_required,do_not_embed,candidate_routes,route_reasons,validator_contracts,ocr_text_word_count,part_number_count,source_member,source_image_path,ocr_text_path
331,t_p_120_1176_p000331,table,image_visual_diagram,"[""normal_text""]",72.0,low,False,True,True,True,"[""image_visual_diagram"", ""normal_text"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan"", ""normal_text_page_context_scan""]",99,1,00000331.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000331.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000331.txt
332,t_p_120_1176_p000332,table,normal_text,[],70.0,medium,False,False,True,True,"[""normal_text"", ""table_or_index""]","[""paragraph_text_low_structured_signals""]","[""normal_text_page_context_scan""]",125,2,00000332.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000332.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000332.txt
333,t_p_120_1176_p000333,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",256,14,00000333.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000333.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000333.txt
334,t_p_120_1176_p000334,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",105,6,00000334.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000334.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000334.txt
335,t_p_120_1176_p000335,blank_candidate,blank_candidate,[],98.0,high,True,False,False,True,"[""blank_candidate""]","[""empty_or_near_empty_ocr_low_signal""]","[""blank_candidate_confirmation_scan""]",0,0,00000335.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000335.tif,
336,t_p_120_1176_p000336,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",107,1,00000336.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000336.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000336.txt
337,t_p_120_1176_p000337,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",252,16,00000337.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000337.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000337.txt
338,t_p_120_1176_p000338,table,image_visual_diagram,[],72.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan""]",71,1,00000338.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000338.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000338.txt
339,t_p_120_1176_p000339,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",94,1,00000339.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000339.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000339.txt
340,t_p_120_1176_p000340,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",210,13,00000340.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000340.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000340.txt
341,t_p_120_1176_p000341,table,image_visual_diagram,[],72.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan""]",72,1,00000341.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000341.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000341.txt
342,t_p_120_1176_p000342,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",81,1,00000342.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000342.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000342.txt
343,t_p_120_1176_p000343,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",220,10,00000343.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000343.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000343.txt
344,t_p_120_1176_p000344,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",101,3,00000344.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000344.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000344.txt
345,t_p_120_1176_p000345,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",80,1,00000345.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000345.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000345.txt
346,t_p_120_1176_p000346,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",248,12,00000346.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000346.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000346.txt
347,t_p_120_1176_p000347,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",174,7,00000347.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000347.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000347.txt
348,t_p_120_1176_p000348,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",87,1,00000348.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000348.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000348.txt
349,t_p_120_1176_p000349,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",259,13,00000349.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000349.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000349.txt
350,t_p_120_1176_p000350,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",234,10,00000350.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000350.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000350.txt
351,t_p_120_1176_p000351,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",84,1,00000351.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000351.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000351.txt
352,t_p_120_1176_p000352,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",218,10,00000352.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000352.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000352.txt
353,t_p_120_1176_p000353,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",107,3,00000353.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000353.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000353.txt
354,t_p_120_1176_p000354,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",81,1,00000354.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000354.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000354.txt
355,t_p_120_1176_p000355,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",238,12,00000355.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000355.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000355.txt
356,t_p_120_1176_p000356,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",190,10,00000356.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000356.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000356.txt
357,t_p_120_1176_p000357,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",82,1,00000357.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000357.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000357.txt
358,t_p_120_1176_p000358,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",275,16,00000358.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000358.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000358.txt
359,t_p_120_1176_p000359,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",215,11,00000359.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000359.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000359.txt
360,t_p_120_1176_p000360,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",87,1,00000360.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000360.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000360.txt
361,t_p_120_1176_p000361,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",266,16,00000361.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000361.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000361.txt
362,t_p_120_1176_p000362,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",244,13,00000362.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000362.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000362.txt
363,t_p_120_1176_p000363,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",84,1,00000363.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000363.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000363.txt
364,t_p_120_1176_p000364,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",255,13,00000364.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000364.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000364.txt
365,t_p_120_1176_p000365,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",74,3,00000365.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000365.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000365.txt
366,t_p_120_1176_p000366,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",83,1,00000366.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000366.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000366.txt
367,t_p_120_1176_p000367,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",94,1,00000367.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000367.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000367.txt
