page_number,page_id,legacy_route,primary_route,secondary_routes,route_confidence_score,route_confidence_band,auto_resolved,multi_route_required,validator_required,do_not_embed,candidate_routes,route_reasons,validator_contracts,ocr_text_word_count,part_number_count,source_member,source_image_path,ocr_text_path
133,t_p_120_1176_p000133,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",66,1,00000133.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000133.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000133.txt
134,t_p_120_1176_p000134,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",242,11,00000134.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000134.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000134.txt
135,t_p_120_1176_p000135,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",178,10,00000135.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000135.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000135.txt
136,t_p_120_1176_p000136,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",71,1,00000136.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000136.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000136.txt
137,t_p_120_1176_p000137,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",233,11,00000137.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000137.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000137.txt
138,t_p_120_1176_p000138,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",174,9,00000138.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000138.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000138.txt
139,t_p_120_1176_p000139,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",83,1,00000139.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000139.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000139.txt
140,t_p_120_1176_p000140,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",268,16,00000140.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000140.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000140.txt
141,t_p_120_1176_p000141,table,image_visual_diagram,[],72.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan""]",78,1,00000141.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000141.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000141.txt
142,t_p_120_1176_p000142,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",67,1,00000142.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000142.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000142.txt
143,t_p_120_1176_p000143,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",237,11,00000143.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000143.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000143.txt
144,t_p_120_1176_p000144,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",185,10,00000144.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000144.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000144.txt
145,t_p_120_1176_p000145,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",67,1,00000145.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000145.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000145.txt
146,t_p_120_1176_p000146,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",210,10,00000146.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000146.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000146.txt
147,t_p_120_1176_p000147,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",122,7,00000147.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000147.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000147.txt
148,t_p_120_1176_p000148,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",70,1,00000148.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000148.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000148.txt
149,t_p_120_1176_p000149,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",207,11,00000149.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000149.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000149.txt
150,t_p_120_1176_p000150,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",92,5,00000150.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000150.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000150.txt
151,t_p_120_1176_p000151,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",68,1,00000151.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000151.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000151.txt
152,t_p_120_1176_p000152,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",210,10,00000152.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000152.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000152.txt
153,t_p_120_1176_p000153,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",123,6,00000153.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000153.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000153.txt
154,t_p_120_1176_p000154,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",75,1,00000154.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000154.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000154.txt
155,t_p_120_1176_p000155,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",192,10,00000155.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000155.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000155.txt
156,t_p_120_1176_p000156,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",117,6,00000156.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000156.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000156.txt
157,t_p_120_1176_p000157,table,image_visual_diagram,[],72.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan""]",69,1,00000157.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000157.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000157.txt
158,t_p_120_1176_p000158,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",219,11,00000158.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000158.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000158.txt
159,t_p_120_1176_p000159,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",84,4,00000159.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000159.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000159.txt
160,t_p_120_1176_p000160,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",74,1,00000160.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000160.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000160.txt
161,t_p_120_1176_p000161,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",209,10,00000161.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000161.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000161.txt
162,t_p_120_1176_p000162,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",88,4,00000162.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000162.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000162.txt
163,t_p_120_1176_p000163,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",82,1,00000163.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000163.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000163.txt
164,t_p_120_1176_p000164,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",193,9,00000164.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000164.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000164.txt
165,t_p_120_1176_p000165,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",129,7,00000165.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000165.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000165.txt
166,t_p_120_1176_p000166,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",80,1,00000166.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000166.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000166.txt
167,t_p_120_1176_p000167,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",209,10,00000167.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000167.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000167.txt
168,t_p_120_1176_p000168,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",110,5,00000168.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000168.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000168.txt
169,t_p_120_1176_p000169,table,review_required,"[""table_or_index""]",0.0,low,False,True,True,True,"[""table_or_index""]","[""no_route_met_medium_confidence_threshold""]","[""validator_gated_review_resolution_scan"", ""table_ocr_table_candidate_scan""]",67,1,00000169.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000169.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000169.txt
170,t_p_120_1176_p000170,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",223,11,00000170.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000170.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000170.txt
171,t_p_120_1176_p000171,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",92,5,00000171.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000171.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000171.txt
172,t_p_120_1176_p000172,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",75,1,00000172.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000172.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000172.txt
173,t_p_120_1176_p000173,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",235,15,00000173.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000173.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000173.txt
174,t_p_120_1176_p000174,table,image_visual_diagram,[],72.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan""]",66,1,00000174.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000174.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000174.txt
175,t_p_120_1176_p000175,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",66,1,00000175.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000175.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000175.txt
176,t_p_120_1176_p000176,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",206,10,00000176.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000176.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000176.txt
177,t_p_120_1176_p000177,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",125,6,00000177.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000177.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000177.txt
178,t_p_120_1176_p000178,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",66,1,00000178.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000178.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000178.txt
179,t_p_120_1176_p000179,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",238,16,00000179.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000179.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000179.txt
180,t_p_120_1176_p000180,table,image_visual_diagram,[],72.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan""]",66,1,00000180.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000180.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000180.txt
181,t_p_120_1176_p000181,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",105,1,00000181.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000181.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000181.txt
182,t_p_120_1176_p000182,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",202,9,00000182.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000182.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000182.txt
183,t_p_120_1176_p000183,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",194,9,00000183.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000183.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000183.txt
184,t_p_120_1176_p000184,table,normal_text,[],70.0,medium,False,False,True,True,"[""normal_text"", ""table_or_index""]","[""paragraph_text_low_structured_signals""]","[""normal_text_page_context_scan""]",114,1,00000184.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000184.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000184.txt
185,t_p_120_1176_p000185,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",254,17,00000185.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000185.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000185.txt
186,t_p_120_1176_p000186,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",229,13,00000186.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000186.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000186.txt
187,t_p_120_1176_p000187,blank_candidate,blank_candidate,[],98.0,high,True,False,False,True,"[""blank_candidate""]","[""empty_or_near_empty_ocr_low_signal""]","[""blank_candidate_confirmation_scan""]",0,0,00000187.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000187.tif,
188,t_p_120_1176_p000188,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",100,1,00000188.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000188.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000188.txt
189,t_p_120_1176_p000189,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",213,7,00000189.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000189.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000189.txt
190,t_p_120_1176_p000190,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",205,9,00000190.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000190.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000190.txt
191,t_p_120_1176_p000191,table,normal_text,[],70.0,medium,False,False,True,True,"[""normal_text"", ""table_or_index""]","[""paragraph_text_low_structured_signals""]","[""normal_text_page_context_scan""]",89,2,00000191.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000191.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000191.txt
192,t_p_120_1176_p000192,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",264,14,00000192.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000192.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000192.txt
193,t_p_120_1176_p000193,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",191,12,00000193.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000193.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000193.txt
194,t_p_120_1176_p000194,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",119,1,00000194.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000194.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000194.txt
195,t_p_120_1176_p000195,blank_candidate,blank_candidate,[],98.0,high,True,False,False,True,"[""blank_candidate""]","[""empty_or_near_empty_ocr_low_signal""]","[""blank_candidate_confirmation_scan""]",0,0,00000195.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000195.tif,
